"CUESTIONARIO","CCAA","TIPO","TIPOINT","DCP1","DCP2","DCP3","DCP4","CFZP05","CFZP06","CFZP07","CFZP08","CFZP09","CFZP10","CFZP11","CMPP12","CMPP13","CMPP14","CMPP15","CMPP16","BENCOP17","BENCOP18","BENCOP19","BENCOP20","BENCOP21","BENCOP22","BENSOP23","BENSOP24","BENSOP25","BENSOP26","BENSOP27","BENTEP28","BENTEP29","BENTEP30","BENTEP31","BENTEP32","SACRELP33","SACRELP34","SACRELP35","SACCOSP36","SACCOSP37","SACCOSP38","VALRELP39","VALRELP40","VALRELP41","VALRELP42","SATP43","SATP44","SATP45","SATP46","SATP47","SATP48","LOYP49","LOYP50","LOYP51","REQP52","REQP53","REQP54","REQP55","REQP56","REQP57","REAP58","REAP59","REAP60","REAP61","RSQP62","RSQP63","RSQP64","RSQP65","RLP66","RLP67","RLP68","RLP69","RLP70","RLP71","RLP72","RLP73","REGP74","REGP75","REGP76","REGP77","TICP78","TICP79","TICP80","TICP81","TICP82","TICP83","TICP84","TICP85","TICP86","ITTICP87","ITTICP88","ITTICP89","ITTICP90","ITTICP91","ITTICP92","ITTICP93","ITTICP94","ITTICP95","ITTICP96","ITTICP97","ITTICP98","ITTICP99","ITTICP100","ITTICP101","ITTICP102","ITTICP103","ITTICP104","ITTICP105","INRELP106","INRELP107","INRELP108","INRELP109","INRELP110","INRELP111","CAPRELP112","CAPRELP113","CAPRELP114","CAPRELP115","CAPRELP116","CAPRELP117","CAPRELP118","CAPRELP119","CAPRELP120","CAPRELP121","EMPRESA","DIRECCION","CP","TEL","MUNICIPIO","PROVINCIA","ENTREVISTADO","PROVEEDOR","VENTAS2013","INVERSTIC2013","lon","lat"
205,Catalunya,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,30,Proveedor exclusivo,0,6,6,6,6,6,7,6,7,7,7,7,7,6,7,7,5,7,7,6,6,5,6,5,5,5,5,5,5,6,7,6,Neutral,4.711,6,7,7,7,7,6,6,Neutral,6,6,6,7,7,7,5,5,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,Neutral,6,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,6,5,6,6,6,Neutral,"LEED, S. L.","AV. PARAL.LEL, 117-119",8004,"933 29 17 50","BARCELONA","BARCELONA","BIANCA - ADMINISTRACIÓN","PANASONIC - CORNELLÀ",NA,NA,2.1607279,41.3748083
206,Catalunya,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,15,80,10,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,6,6,5,6,6,6,5,5,5,5,5,5,5,5,6,7,7,3,3,3,3,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,7,7,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,7,6,7,6,6,6,6,6,7,1,1,1,3,7,7,1,1,1,7,1,1,1,7,7,1,1,1,3,Neutral,5,2,1,2,2,7,7,7,7,7,7,5,5,6,7,"MILAR ELECTRO NORMA","AV. DE ROMA, 94",8015,"934 54 78 32","BARCELONA","BARCELONA","SANTIAGO - ENCARGADO","GRUPO SACSE - BARCELONA",NA,NA,2.1522091,41.3838772
207,Catalunya,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,6,50,4,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5.88,5,5,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,Neutral,Neutral,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,3,Neutral,Neutral,3,1,3,Neutral,5,5,5,6,6,2,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,"PERSONAL COMPUTER GREEN, S. L.","SEPÚLVEDA, 178",8011,"934 51 43 42","BARCELONA","BARCELONA","MARÍA - ENCARGADA","DESYMAN - BARCELONA, CHINA",NA,NA,2.1628134,41.3831947
208,Catalunya,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,1,20,20,5,5,Neutral,3,5,6,5,3,Neutral,5,5,3,5,5,5,2,6,5,5,5,5,5,5,2,2,2,2,2,5,5,5,3,5,6,Neutral,Neutral,Neutral,Neutral,5,6,Neutral,6,6,5,3,5,5,5,5,5,5,5,5,5,Neutral,Neutral,3,3,3,3,5,5,5,5,Neutral,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,1,6,6,6,1,1,1,1,6,7,6,6,5,7,6,1,5,5,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,6,5,5,5,5,6,Neutral,"RE-NOVAT","STA. COLOMA, 110",8030,"936 24 22 44","BARCELONA","BARCELONA","MIGUEL ÁNGEL - ADMINISTRADOR","NO CONSTA - BARBERÀ DEL VALLÉS",NA,NA,2.1999239,41.4483779
209,Catalunya,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,6,Proveedor exclusivo,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,7,3,3,3,3,3,3,3,3,3,3,7,3,3,7,7,3,7,3,3,3,3,3,7,7,3,7,7,7,6,7,7,1,1,1,1,3,3,1,1,1,7,7,1,1,7,7,1,1,1,1,3,3,1,3,3,7,7,7,7,7,7,7,7,7,7,3,"SMEG STORE BCN","MUNTANER, 327",8021,"932 00 32 34","BARCELONA","BARCELONA","NÚRIA MARZAL - GERENTE","SMEG DISTRIBUCIÓN - BARCELONA",190000,30000,2.1448109,41.3975337
210,Catalunya,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,8,40,5,6,7,6,6,7,7,7,7,6,7,7,7,7,7,6,7,7,7,6,6,6,6,6,7,7,7,7,7,6,7,7,6,6,7,6,6,6,6,5,7,7,7,7,7,7,7,7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,5,5,5,5,6,5,6,Neutral,Neutral,Neutral,Neutral,6,Neutral,5,5,5,5,6,6,6,6,6,6,6,6,7,6,6,6,6,6,5,5,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,"SOFTWARE GREEN HOUSE, S. A.","FIGUERES, 8",8022,"932 53 16 50","BARCELONA","BARCELONA","OLIVIA - DPTO. MARKETING","GREEN HOUSE - U.S.A.",NA,NA,2.1349251,41.4067239
211,Catalunya,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,15,25,35,1,Neutral,1,Neutral,Neutral,7,1,1,1,Neutral,Neutral,1,Neutral,Neutral,Neutral,1,6,6,5,1,1,1,5,5,5,1,1,1,7,1,1,7,7,Neutral,Neutral,Neutral,Neutral,Neutral,7,6,7,6.264,5,5,7,5,7,6,6,7,6,6,6,6,5,6,6,6,7,6,6,5.14,7,7,6,6,6,7,4.486,6,6,6,6,5,5,5,5,5,5,5,Neutral,3,7,7,1,7,7,1,1,1,1,7,7,1,1,1,7,1,1,1,7,1,1,1,1,1,1,7,7,7,6,6.189,7,7,7,6,5,"TELECOR CORREOS","GRAN DE GRÀCIA, 118",8012,"934 12 45 10","BARCELONA","BARCELONA","SANDRA - ENCARGADA","MOVISTAR - MADRID",NA,NA,2.1540076,41.4012027
212,Catalunya,Tienda integrada en una cooperativa de consumidores,Tienda integrada,Electrónica y Electrodomésticos,50,90,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,6,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,Neutral,Neutral,5,6,6,6,2,Neutral,5,3,3,6,Neutral,5,5,2,2,2,Neutral,Neutral,Neutral,Neutral,3,3,3,7,7,7,7,7,7,7,7,7,7,"VALLS 1900, S. L.","COMTE D'URGELL, 5",8011,"934 24 18 90","BARCELONA","BARCELONA","TERESA - JEFA TIENDA","QS PLUS - BARCELONA",NA,2000,2.1615912,41.3796531
213,Catalunya,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,3,70,1,7,7,6,6,6,7,6,7,6,6,6,6,6,6,7,6,6,7,7,7,7,7,Neutral,1,1,1,1,1,7,7,7,1,Neutral,1,Neutral,Neutral,Neutral,Neutral,5,5,5,7,7,7,7,7,7,1,1,3,2,3,3,6,5,6,6,6,6,5,5,3,2,5,Neutral,Neutral,7,5,Neutral,5,5,Neutral,5,7,7,7,7,6,Neutral,6,1,7,1,1,1,1,7,1,7,1,1,7,7,1,1,7,1,1,1,1,1,5,5,5,Neutral,Neutral,Neutral,7,7,7,7,7,7,7,7,7,6,"ELECTRÓNICA ZAMORA","QUEVEDO, 38",8914,"933 83 03 45","BADALONA","BARCELONA","FÉLIX - GERENTE","ACTIVO HOGAR - TARRAGONA",NA,NA,2.2259439,41.4410885
214,Catalunya,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,3,25,15,Neutral,5,Neutral,Neutral,5,7,6,3,3,3,Neutral,3,3,5,5,3,5,5,5,5,Neutral,5,3,3,3,3,3,3,5,5,5,3,Neutral,6,3,3,3,3,Neutral,5,2,6,6,6.094,6.189,6.299,6.267,3,2,Neutral,2,2,2,Neutral,2,2,2,2,2,2,Neutral,Neutral,Neutral,2,2,Neutral,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,6,6,1,6,6,1,7,1,1,1,7,6,1,6,7,5,1,1,1,1,5,5,5,5,5,5,5,Neutral,6,7,2,3,Neutral,5,5,5,"AANSET MANRESA, S. L.","BARCELONA, 3-BAIX",8242,"938 74 78 17","MANRESA","BARCELONA","JOSÉ Mª. FONT - RESP. TIENDA","NO CONSTA - CATALUNYA",7e+05,6000,1.8269573,41.7411984
215,Catalunya,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,15,60,4,5,5,5,Neutral,5,7,6,3,5,6,6,3,5,6,6,5,6,6,5,5,5,5,5,5,5,5,3,3,6,6,6,5,5,6,2,2,2,2,3,5,5,6,6,5,5,5,5,2,2,2,2,Neutral,3,2,2,2,2,2,2,2,Neutral,5,3,3,3,Neutral,Neutral,Neutral,3,3,3,3,3,5,Neutral,Neutral,Neutral,6,Neutral,5,5,5,6,2,6,1,1,1,6,1,1,7,6,1,1,7,Neutral,1,1,1,1,Neutral,Neutral,Neutral,5,5,5,Neutral,Neutral,5,6,6,2,5,5,6,Neutral,"INTERCLIMA PENEDÉS","MOJA, 39",8720,"938 92 22 11","VILAFRANCA PENEDÉS","BARCELONA","MARTÍN - GERENTE","NO CONSTA - VILAFRANCA PENEDÉS",5e+05,NA,1.6965156,41.337669
216,Catalunya,Tienda sucursalista,Tienda integrada,Electrónica y Electrodomésticos,3,70,10,5,5,5,5,5,7,5,5,5,5,5,5,6,5,5,Neutral,6,6,5,5,Neutral,5,Neutral,5,5,5,Neutral,Neutral,6,7,5,3,6,6,5,5,5,5,5,5,5,6,6,6,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,5,5,5,5,5,5,2,2,6,7,1,1,1,1,1,6,2,1,1,7,5,2,5,5,1,5,5,5,5,5,5,5,Neutral,5,6,3,5,Neutral,Neutral,6,5,"ELECTRODOMÉSTICOS MESTRES","RAVAL ST. PERE, 9-13",43204,"977 75 66 71","REUS","TARRAGONA","JOSEP - GERENTE","ELDISSER - VALÈNCIA",4e+05,NA,1.1111437,41.1543606
217,Catalunya,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,40,85,8,7,6,6,5,6,7,6,7,7,7,7,5,6,6,7,7,7,7,7,5,5,7,5,7,7,7,7,7,7,7,1,6,6,6,7,7,6,7,5,7,7,7,7,7,7,7,7,6,7,7,7,6,7,6,7,6,7,6,6,6,6,6,6,6,7,6,6,7,6,7,7,7,6,7,6,7,7,7,6,6,6,7,6,1,1,7,1,1,7,1,7,7,7,1,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"ELECTRÓNICA REUS","AV. PRAT DE LA RIBA, 5",43201,"977 31 51 58","REUS","TARRAGONA","HELENA - GERENTE","SONY - BARCELONA",NA,NA,1.1047632,41.1576016
218,Catalunya,Tienda independiente,Tienda independiente,Electrónica y Electrodomésticos,30,90,1,5,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,5,5.615,6,5.404,6,6,6,Neutral,7,6,6,6,7,6,7,6,6,6,7,6,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,7,7,5,6,5,Neutral,Neutral,5,7,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,6,5,1,1,7,5,1,1,5,3,6,6,6,7,5,6,6,6,6,6,6,Neutral,6,6,6,6,"COMERCIAL NACEL, S. L.","VIA ROMA, 28",43840,"977 38 15 83","SALOU","TARRAGONA","ANNA NAYA - ENCARGADA","ACTIVA - ESPAÑA",NA,NA,1.1357893,41.0796107
219,Catalunya,Tienda sucursalista,Tienda integrada,Muebles y Madera,8,90,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,6,6,7,6,6,6,6,7,7,7,7,7,6,5,6,6,6,Neutral,Neutral,2,6,6,7,6,6,2,6,2,5,5,5,5,5,6,6,6,7,7,7,7,5,6,6,5,5,6,5,"ART MODUL ARRIETA, S. L.","VALÈNCIA, 202",8011,"934 53 56 67","BARCELONA","BARCELONA","MIREIA - JEFA TIENDA","ART MODUL ARRIETA, S.L. - BARCELONA",NA,4000,2.1582229,41.3886032
220,Catalunya,Tienda sucursalista,Tienda integrada,Muebles y Madera,20,25,10,6,6,5,5,6,5,6,6,6,5,5,6,7,7,6,7,7,5,5,5,Neutral,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,7,7,5,6,7,6,7,7,6,5,6,6,7,7,6,7,7,7,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Neutral,Neutral,Neutral,Neutral,5,5,Neutral,Neutral,Neutral,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,5,5,5,5,5,1,3,Neutral,Neutral,Neutral,5,5,5,5,5,7,6,6,7,6,6,6,7,6,5,"BERNADI, S. A.","PASSEIG ST. JOAN, 120",8037,"934 58 63 00","BARCELONA","BARCELONA","ELI - RECEPCIONISTA","AKABA - BARCELONA",NA,5000,2.1685019,41.4005388
221,Catalunya,Tienda sucursalista,Tienda integrada,Muebles y Madera,10,95,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,"DEDON, S. L.","ARAGÓ, 283-285",8009,"932 08 09 03","BARCELONA","BARCELONA","PHILLIP - JEFE MARKETING","DEDON ESPAÑA - ESPAÑA, FILIPINAS",150000,8000,2.166403,41.393632
222,Catalunya,Tienda independiente,Tienda independiente,Muebles y Madera,14,70,7,7,7,6,7,6,7,7,Neutral,6,7,6,Neutral,6,6,6,6,6,6,5,5,6,5,5,6,6,5,Neutral,Neutral,6,6,7,6,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,6,7,7,7,6,6,6,2,2,2,2,2,2,2,2,2,3,Neutral,Neutral,Neutral,2,2,2,2,2,3,3,3,2,3,3,3,3,Neutral,Neutral,Neutral,Neutral,2,2,2,3,2,1,1,1,1,1,1,1,1,1,7,Neutral,1,1,7,1,1,1,1,1,Neutral,Neutral,Neutral,2,2,2,6,6,6,6,6,6,6,6,6,2,"DESCANS 1987, S. L.","ESPRONCEDA, 172",8018,"932 66 33 87","BARCELONA","BARCELONA","BERNARDO - RESP. TIENDA","COMARCO - ESPAÑA",NA,NA,2.1994988,41.4096257
223,Catalunya,Tienda sucursalista,Tienda integrada,Muebles y Madera,10,80,8,7,7,7,7,6,6,7,6,6,6,6,6,7,7,6,6,6,6,6,6,7,6,6,6,6,7,7,6,6,6,6,7,7,6,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,3,7,7,7,7,7,7,7,3,6,6,7,7,7,6,6,6,6,7,7,7,7,6.189,6,6,7,7,7,"DOLTER, S. A.","ROCAFORT, 142",8015,"932 26 06 12","BARCELONA","BARCELONA","MARTÍN - ADMINISTRACIÓN","PLÀSTICS ALBERT - BARCELONA",5e+06,10000,2.1502042,41.3819213
224,Catalunya,Tienda independiente,Tienda independiente,Muebles y Madera,18,80,20,6,6,6,6,6,7,6,5.266,7,6,6,6,6,6,6,6,7,6,5,5,6,6,6,1,1,1,1,1,7,6,6,6,6,7,1,1,1,1,1,5,1,6,6,6,6,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,6,5,5,5,6,5,5,1,1,1,5,6,1,1,5,1,6,6,1,1,6,1,1,6,1,1,1,1,6,6,6,6,6,6,6,5,6,6,6,6,6,6,"EL MERCADER DE VENECIA","LA GRANADA DEL PENEDÉS, 6",8006,"933 97 30 68","BARCELONA","BARCELONA","MIQUEL ÀNGEL - ADMINISTRACIÓN","MAHKOTALS - INDONESIA",NA,NA,2.153485,41.3974498
225,Catalunya,Tienda sucursalista,Tienda integrada,Muebles y Madera,15,50,4,6,6,6,6,6,6,6,7,7,6,6,6,7,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,3,3,3,2,5,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,6,6,6,7,7,7,"ELÍAS DECORACIÓN BCN, S. L.","XUCLÀ, 25",8001,"932 65 09 40","BARCELONA","BARCELONA","YOLANDA - DPTO. ADMÓN","BARNICES VALENTINE - BARCELONA",NA,NA,2.16933,41.38368
226,Catalunya,Tienda independiente,Tienda independiente,Muebles y Madera,15,60,4,7,7,7,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,Neutral,5,6,5,5,5,6,6,6,5,6,6,6,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,5,5,5,5,Neutral,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,2,2,1,1,Neutral,1,1,1,1,1,1,Neutral,1,3,3,1,1,1,1,1,1,2,2,2,2,6,5,5,7,6,Neutral,5,5,Neutral,Neutral,"GALERIAS TARRAGONA, S. A.","CÒRSEGA, 173",8036,"933 22 30 00","BARCELONA","BARCELONA","ÀNGELS - JEFA TIENDA","AZOR - BARCELONA",NA,NA,2.1496918,41.3896985
227,Catalunya,Tienda independiente,Tienda independiente,Muebles y Madera,25,30,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,6,6,6,6,6,6,6,7,6,6,6,7,7,7,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,Neutral,2,Neutral,Neutral,5,5,5,5,5,2,3,Neutral,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,"GALERIAS VINÇON, S. L.","PASSEIG GRÀCIA, 96",8008,"932 15 60 50","BARCELONA","BARCELONA","DOLORS - SECRETARIA GERENCIA","MOBLES 114 / STRONG - BARCELONA/ ALEMANIA",NA,6000,2.1613814,41.3954949
228,Catalunya,Tienda sucursalista,Tienda integrada,Muebles y Madera,27,85,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,6,6,6,6,Neutral,Neutral,Neutral,Neutral,4.121,6,5.868,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,6,6,6,6,7,7,6,6,6,5,5,6,6,5,5,6,6,1,1,1,7,1,7,7,1,7,7,7,1,1,7,7,1,1,1,1,Neutral,Neutral,4.159,5,5,5,6,6,6,7,7,7,7,7,7,Neutral,"HÁBITAT","AV. DIAGONAL, 514",8006,"934 15 23 39","BARCELONA","BARCELONA","ELENA LERALTA - DTORA. GENERAL","HABITAT ESPAÑA - NO CONSTA",1.4e+07,NA,2.1533956,41.3952428
229,Catalunya,Tienda sucursalista,Tienda integrada,Muebles y Madera,10,50,4,7,7,7,7,7,7,6,6,6,6,6,6,7,6,6,6,7,7,6,7,7,6,6,6,7,7,7,6,7,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,5,3,3,3,1,2,2,2,Neutral,2,3,3,1,3,2,2,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,"KAISER KRAFT, S. A.","ARAGÓ, 264",8007,"934 67 01 00","BARCELONA","BARCELONA","JOEL - DIRECTOR COMERCIAL","TECDATA / IREA - BARCELONA / ALACANT",NA,3000,2.1638863,41.3912046
230,Catalunya,Tienda independiente,Tienda independiente,Muebles y Madera,8,25,50,7,6,7,6,7,7,7,7,6,6,6,6,7,6,6,6,6,7,Neutral,Neutral,2,Neutral,2,6,7,7,Neutral,Neutral,6,6,6,6,3,7,6,6,6,6,7,6,6,6,6,6,7,7,7,6,7,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,5,6,6,6,6,2,2,2,3,6,5,6,6,6,1,1,1,1,7,7,1,7,1,7,7,1,1,7,7,1,1,1,7,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,"L'APPERTEMENT","ENRIC GRANADOS, 44",8008,"934 52 29 04","BARCELONA","BARCELONA","LLUÍS - DIRECTOR","UMBRA - HOLANDA",NA,NA,2.1582819,41.3911406
231,Catalunya,Tienda independiente,Tienda independiente,Muebles y Madera,2,95,3,6,6,5,Neutral,5,5,5,5,5,5,5,5,5,5,5,5,6,Neutral,6,6,6,6,Neutral,6,5,Neutral,2,2,2,Neutral,5,5,Neutral,Neutral,2,2,2,2,2,2,2,2,2,2,2,2,2,4.526,1,1,1,1,1,1,1,1,3,2,3,2,2,2,4.625,2,2,2,2,2,2,2,2,2,2,1,1,1,5,7,7,7,7,7,1,1,3,3,3,3,3,1,7,7,5,1,1,1,1,1.355,3,3,3,3,3,3,7,7,7,6,6,6,6,6,6,6,6,6,6,"L'ESTOC","ALMOGÀVERS, 225",8018,"933 09 33 53","BARCELONA","BARCELONA","JORDI - GERENTE","L'ESTOC - BARCELONA",50000,2000,2.1968203,41.4022642
232,Catalunya,Tienda independiente,Tienda independiente,Muebles y Madera,8,30,40,6,5,5,6,6,6,5,5,6,6,6,5,6,6,6,5,6,6,6,6,6,6,5,3,3,3,3,3,Neutral,5,Neutral,6,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,5,5,5,Neutral,5,6,5,5,3,2,2,Neutral,5,Neutral,6,6,6,7,1,7,7,1,1,1,1,7,7,7,1,1,7,Neutral,1,1,1,1,2,2,2,Neutral,Neutral,Neutral,6,6,6,6,6,6,6,6,6,3,"LUZIO 2006, S. L.","FERRAN AGULLÓ, 16-18",8021,"932 09 41 23","BARCELONA","BARCELONA","Mª. JOSÉ GÓMEZ - GERENTE","FLAMANT - BÉLGICA",3e+06,NA,2.1406904,41.3958815
233,Catalunya,Tienda independiente,Tienda independiente,Muebles y Madera,4,20,30,5,5,Neutral,3,5,7,5,3,Neutral,5,5,3,Neutral,5,5,3,5,Neutral,5,5,Neutral,5,Neutral,5,5,Neutral,3,3,5,5,5,3,Neutral,5,Neutral,Neutral,Neutral,Neutral,5,6,5,6,5,6,5,6,5,5,5,5,5,5,5,5,5,5,Neutral,3,3,3,5,5,5,Neutral,Neutral,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,3,3,5,5,5,5,5,5,2,2,2,1,1,5,1,1,7,6,1,1,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,7,6,2,5,5,7,5,"NORDICTHINK","CONSELL DE CENT, 412",8009,"932 45 68 66","BARCELONA","BARCELONA","JORDI MARTÍN - PROPIETARIO","NO CONSTA - DINAMARCA",150000,6000,2.1738658,41.3969114
234,Catalunya,Tienda independiente,Tienda independiente,Muebles y Madera,2,90,30,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,7,6,6,6,6,6,7,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,5,Neutral,Neutral,Neutral,5,5,5,6,6,5,1,1,1,7,1,1,2.325,1,1,7,Neutral,1,1,7,7,1,1,1,7,Neutral,Neutral,Neutral,5,5,5,6,6,6,6,7,7,6,6,7,5,"NOVELEC MERIDIANA, S. L.","CARDENAL TEDESCHINI, 14",8027,"933 40 43 16","BARCELONA","BARCELONA","MAITE - DPTO. ADMINISTRACIÓN","NOVELEC GRUP - BARCELONA",NA,NA,2.1848408,41.4255706
235,Catalunya,Tienda independiente,Tienda independiente,Muebles y Madera,15,85,2,6,6,6,5,5,7,6,5.266,6,7,7,5.165,7,6,6,5,5,6,7,7,6,7,5,3,3,6,7,6,6,6,7,6,5,7,6,6,6,6,6,7,6,6,6,6,6,6,6,Neutral,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,Neutral,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,3,3,6,7,7,6,7,7,3.424,6,6,7,1,Neutral,7,1,1,2.325,1,7,6,3,1,1,6,1,1,6,3,1,6,6,6,6,6,6,7,7,6,7,7,1,7,Neutral,2,5,"PRESIDENT GROUP,  S. L. U.","AV. PRÍNCEP D'ASTÚRIES, 16",8012,"934 16 03 55","BARCELONA","BARCELONA","MANUEL FERRER - GERENTE","ALBA - BARCELONA",150000,3000,2.1506071,41.4026665
